DOI,URL,sentence,Method,Material,Supplement
10.1016/j.neuroimage.2022.118871,2.1.1.2,"A subset of these examinations was identiﬁed as ‘radiologically normal for age’ (Section 2.1.1.2) and included for model training and testing., 2.1.1.2.",0,0,1
10.1016/j.neuroimage.2022.118871,2.1.1.3,A separate subset of examinations that were reported as having atrophy ‘excessive for age’ was also identiﬁed (section 2.1.1.3) and included for additional model testing.,0,1,0
10.1016/j.neuroimage.2022.118871,github.com/mic-dkfz/hd-bet,"NeuroImage 249 (2022) 118871 move non-brain tissue from all axial T2-weighted scans from GSTT (n scans = 13,806). 2 Further information about this open-access tool is available at https://github.com/MIC-DKFZ/HD-BET.",1,0,0
10.1016/j.neuroimage.2022.119099,eegstudy.org,"Data for this arti-cle have been documented according to the EEG Study Scheme standard (www.eegstudy.org), and containerized using the BIDS format (https://bids.neuroimaging.io/).",0,1,0
10.1016/j.neuroimage.2022.119099,bit.ly/31p2mrd,"The same Ultra-book was used for collecting the data, using the LiveAmpConnector (ver-sion 1.16, bit.ly/31P2mrd) and LSL (Lab Streaming Layer; Swartz Center for Computational Neuroscience and Kothe, 2015) LabRecorder (version 1.13, bit.ly/2ULAFhb) software to time-synchronously collect both the event markers from NBS Presentation and EEG channel data.",1,0,0
10.1016/j.neuroimage.2022.119099,bit.ly/2ulafhb,"The same Ultra-book was used for collecting the data, using the LiveAmpConnector (ver-sion 1.16, bit.ly/31P2mrd) and LSL (Lab Streaming Layer; Swartz Center for Computational Neuroscience and Kothe, 2015) LabRecorder (version 1.13, bit.ly/2ULAFhb) software to time-synchronously collect both the event markers from NBS Presentation and EEG channel data.",1,0,0
10.1016/j.neuroimage.2022.119099,openneuro.org/datasets/ds004033,"Datasets analyzed dur-ing the current study are available in the OpenNeuro repository, https://openneuro.org/datasets/ds004033.",0,1,0
10.1016/j.neuroimage.2022.119099,github.com/jscanlon275/jos_sync2,Data and code accessibility statement All MATLAB code for the project is available at https://github.com/jscanlon275/jos_sync2.,1,0,0
10.1016/j.neuroimage.2022.119099,github.com/raincloudplots/raincloudplots/tree/master/tutorial_matlab,Frequency lock-ing percentage is demonstrated using raincloud plots in Fig. 2 B (using MATLAB functions ksdensity and raincloud_plot: https://github.com/RainCloudPlots/RainCloudPlots/tree/master/tutorial_matlab; modiﬁed by authors).,1,0,0
10.1016/j.neuroimage.2022.119099,bids.neuroimaging.io,"Data for this arti-cle have been documented according to the EEG Study Scheme standard (www.eegstudy.org), and containerized using the BIDS format (https://bids.neuroimaging.io/).",0,1,0
10.1016/j.neuroimage.2022.119099,labeling.ucsd.edu,"Removed channels were then interpolated, and ICLabel (Pion-Tonachini et al., 2019 ; see labeling.ucsd.edu) was then used to identify and remove any IC’s classiﬁed with less than 70% probability of being due to brain activity.",1,0,0
10.1016/j.neuroimage.2021.118799,neobrains12.isi.uu.nl,"LINKS is an in-house developed learning-based multi-source integration framework for brain tissue segmenta-tion, which has been validated on MICCAI Neonatal Brain Segmentation (NeoBrainS12, https://neobrains12.isi.uu.nl/) and 6-month infant brain MRI Segmentation (iSeg-2017, https://iseg2017.web.unc.edu/) Grand Challenges, achieving state-of-the-art performance.",1,0,0
10.1016/j.neuroimage.2021.118799,lpbr.cn,The generated longitudinal cynomolgus macaque atlases will be publicly available on the website of Yunnan key laboratory of primate biomedical research (www.lpbr.cn) and NITRC (https://www.nitrc.org/projects/cyno_4d_atlas/) website to greatly fa-cilitate early brain development studies.,0,0,1
10.1016/j.neuroimage.2021.118799,stnava.github.io/ants,"After initial quality control, N4 bias correction (Tustison et al., 2010) in ANTS (version 2.1; http://stnava.github.io/ANTs/) was used to perform initial image inho-mogeneity correction.",1,0,0
10.1016/j.neuroimage.2021.118799,fmrib.ox.ac.uk/fsl,"FMRIB’s Linear Image Registration Tool (FLIRT) in FSL (version 5.0; http://www.fmrib.ox.ac.uk/fsl/) (Jenkinson et al., 2002; 2012) was used to rigidly align each T2w image to its correspond-ing T1w image, followed by being resampled to 0.5 mm isotropic reso-lution.",1,0,0
10.1016/j.neuroimage.2021.118799,nitrc.org/projects/cyno_4d_atlas,The generated longitudinal cynomolgus macaque atlases will be publicly available on the website of Yunnan key laboratory of primate biomedical research (www.lpbr.cn) and NITRC (https://www.nitrc.org/projects/cyno_4d_atlas/) website to greatly fa-cilitate early brain development studies.,0,0,1
10.1016/j.neuroimage.2021.118799,iseg2017.web.unc.edu,"LINKS is an in-house developed learning-based multi-source integration framework for brain tissue segmenta-tion, which has been validated on MICCAI Neonatal Brain Segmentation (NeoBrainS12, https://neobrains12.isi.uu.nl/) and 6-month infant brain MRI Segmentation (iSeg-2017, https://iseg2017.web.unc.edu/) Grand Challenges, achieving state-of-the-art performance.",1,0,0
10.1016/j.neuroimage.2022.119530,translationalneuromodeling.org/tapas,"The precision-weighted prediction error predictor (pwPE) was derived using the freely available HGF toolbox (Mathys, 2011 ; Stefanics et al., 2018 ; Weber et al., 2020), which can be downloaded from http://www.translationalneuromodeling.org/tapas.",1,0,0
10.1016/j.neuroimage.2022.119530,osf.io/bjna4,Data and code availability statement Data and code are available on the Open Science Framework acces-sible via https://osf.io/bjna4/.,0,1,0
10.1016/j.neuroimage.2022.119530,biosemi.com/faq/cms&drl.htm,"Instead of ground and reference, the BioSemi EEG sys-tem uses a CMS/DRL feedback loop with two additional electrodes (for more information see: http://www.biosemi.com/faq/cms&drl.htm).",0,0,1
10.1016/j.neuroimage.2022.118937,letswave.cn,"Software Matlab 2018b & Letswave7 (Letswave.cn) Band-pass ﬁltering Butterworth ﬁlter, 0.01–200 Hz, 4th order, 24 dB/octave, zero-phase Notch ﬁltering Butterworth ﬁlter, 49–51 Hz, 4th order, 24 dB/octave, zero-phase Channel interpolation Bad channels were identiﬁed manually and interpolated with the mean value of the three surrounding channels.",1,0,0
10.1016/j.neuroimage.2022.118937,osf.io/v59qu,"Data and code are avail-able online (https://osf.io/v59qu)., The simulation code is available online (https://osf.io/v59qu)., Data and code availability statement Data and code are available online (https://osf.io/v59qu).",1,0,0
10.1016/j.neuroimage.2021.118791,mne.tools/0.16/manual/preprocessing/ssp.html,"It included: (a) spatial gradient noise cancelation of third-order, (b) band-pass ﬁlter 0.3 – 256 Hz and band-stop ﬁlter (50 Hz), (c) downsampling to 600 Hz, (c) Signal Space Projection (SSP; https://neuroimage.usc.edu/brainstorm/Tutorials/ArtifactsSsp , https://mne.tools/0.16/manual/preprocessing/ssp.html) to remove cardiac and eye movement artifacts (Taulu and Simola, 2006 ; Tesche et al., 1995 ; Uusitalo and Ilmoniemi, 1997), (d) extraction of 5-second-long epochs, (e) DC correction (Pellegrino et al., 2016), (f) visual inspection of epochs and rejection of epochs contaminated by artifacts.",1,0,0
10.1016/j.neuroimage.2021.118791,surfer.nmr.mgh.harvard.edu,"MRI processing was performed with Freesurfer (http://surfer.nmr.mgh.harvard.edu/, ver-sion 6.00) (Dale et al., 1999) applying the recon-all routine.",1,0,0
10.1016/j.neuroimage.2021.118791,neuroimage.usc.edu/brainstorm/tutorials/artifactsssp,"It included: (a) spatial gradient noise cancelation of third-order, (b) band-pass ﬁlter 0.3 – 256 Hz and band-stop ﬁlter (50 Hz), (c) downsampling to 600 Hz, (c) Signal Space Projection (SSP; https://neuroimage.usc.edu/brainstorm/Tutorials/ArtifactsSsp , https://mne.tools/0.16/manual/preprocessing/ssp.html) to remove cardiac and eye movement artifacts (Taulu and Simola, 2006 ; Tesche et al., 1995 ; Uusitalo and Ilmoniemi, 1997), (d) extraction of 5-second-long epochs, (e) DC correction (Pellegrino et al., 2016), (f) visual inspection of epochs and rejection of epochs contaminated by artifacts.",1,0,0
10.1016/j.neuroimage.2022.119229,github.com/uthscsa-nal/shrinkage,A clean copy of these methods is freely available under a MIT licence in the following GitHub repository: https://github.com/UTHSCSA-NAL/shrinkage.,1,0,0
10.1016/j.neuroimage.2022.119229,humanconnectome.org/data/data-use-terms,"HCP’s original publication (Essen et al., 2013) indicates: To aid in the protection of participants’ privacy, the HCP has adopted a two-tiered data access strategy (http://www.humanconnectome.org/data/data-use-terms/).",0,0,1
10.1016/j.neuroimage.2022.119229,cran.r-project.org/web/packages/nlshrink/index.html,"The nlshrink library (version 1.0.1, https://cran.r-project.org/web/packages/nlshrink/index.html) was the only external covariance shrinkage method package used in this work.",1,0,0
10.1016/j.neuroimage.2022.119229,prepro-cessed-connectomes-project.org/abide/index.html,humanconnectome.org) and the ABIDE consortium (http://prepro-cessed-connectomes-project.org/abide/index.html).,0,0,1
10.1016/j.neuroimage.2022.119229,humanconnectome.org,"Ethics Statement The data used in this study are all public/shared data provided by the HCP consortium (https://www.humanconnectome.org) and the ABIDE consortium (http://preprocessed-connectomes-project.org/abide/index.html). 5 N., HCP’s original publication (Essen et al., 2013) indicates: To aid in the protection of participants’ privacy, the HCP has adopted a two-tiered data access strategy (http://www.humanconnectome.org/data/data-use-terms/)., humanconnectome.org) and the ABIDE consortium (http://prepro-cessed-connectomes-project.org/abide/index.html).",0,0,1
10.1016/j.neuroimage.2022.119229,humanconnectome.org,Ethics Statement The data used in this study are all public/shared data provided by the HCP consortium (https://www.humanconnectome.org) and the ABIDE consortium (http://preprocessed-connectomes-project.org/abide/index.html). 5 N.,0,1,0
10.1016/j.neuroimage.2022.119229,preprocessed-connectomes-project.org/abide/index.html,Ethics Statement The data used in this study are all public/shared data provided by the HCP consortium (https://www.humanconnectome.org) and the ABIDE consortium (http://preprocessed-connectomes-project.org/abide/index.html). 5 N.,0,1,0
10.1016/j.neuroimage.2022.119005,keras.io,The CNN was built with Keras (https://keras.io).,1,0,0
10.1016/j.neuroimage.2022.119005,nlp.stanford.edu/projects/glove,"Word embeddings Word-level representations were modelled with GloVe vectors (Pennington et al., 2014) trained on Italian words using the code available on https://nlp.stanford.edu/projects/glove/.",1,0,0
10.1016/j.neuroimage.2022.119005,atlas.brainnetome.org,"Regions were selected using the Brainnetome Atlas (Fan et al., 2016) available at https://atlas.brainnetome.org.",1,0,0
10.1016/j.neuroimage.2022.119005,ﬁl.ion.ucl.ac.uk/spm,"fMRI preprocessing The preprocessing steps were performed using the MATLAB (The Mathworks, Natick, USA) toolbox SPM12 (www.ﬁl.ion.ucl.ac.uk/spm/).",1,0,0
10.1016/j.neuroimage.2022.119005,download.wikimedia.org,"Training was performed on the Italian Wikipedia, extracted from a Wikipedia dump (http://download.wikimedia.org/) using WikipediaEx-tractor (http://medialab.di.unipi.it/wiki/Wikipedia_Extractor).",1,0,0
10.1016/j.neuroimage.2022.119005,osf.io/95ftn/?view_only,"2) are available on the Open Science Framework repository: https://osf.io/95ftn/?view_only = 9a1a085583544c3eac44d1c75870599c., 2) are available on the Open Science Framework repository: https://osf.io/95ftn/?view_only = 9a1a085583544c3eac44d1c75870599c.",0,0,1
10.1016/j.neuroimage.2022.119005,hlt.isti.cnr.it/wordembeddings,"Top 1 Top 2 Top 3 Top4 Top 5 Chance level 1.6 3.1 4.7 6.3 7.8 Embeddings nearest centroid classiﬁer 45.4 59.3 66.8 71.7 75.3 CNN Final Layer nearest centroid classiﬁer 69.0 80.4 85.5 88.6 90.6 MLP Final Layer nearest centroid classiﬁer 68.8 80.9 86.5 89.8 91.9 CNN output category 69.8 81.1 86.4 89.4 91.4 MLP output category 74.7 86.1 90.8 93.3 94.9 (Berardi et al., 2015 ; http://hlt.isti.cnr.it/wordembeddings/) and found good performance: hit rate of 0.41, compared to 0.26 reported by those authors.",0,0,1
10.1016/j.neuroimage.2022.119005,tfhub.dev/google/universal-sentence-encoder-multilingual-large/3,"To assess how our model derived from a CNN designed to cap-ture speciﬁc semantic categories compared with pre-trained state-of-the-art sentence encoders, we compared results using the Multilin-gual Universal Sentence Encoder Large V3 (MUSEL3; Google LLC, CA, USA Chidambaram et al., 2019 ;; https://tfhub.dev/google/universal-sentence-encoder-multilingual-large/3).",1,0,0
10.1016/j.neuroimage.2022.119005,medialab.di.unipi.it/wiki/wikipedia_extractor,"Training was performed on the Italian Wikipedia, extracted from a Wikipedia dump (http://download.wikimedia.org/) using WikipediaEx-tractor (http://medialab.di.unipi.it/wiki/Wikipedia_Extractor).",1,0,0
10.1016/j.neuroimage.2022.119005,ixa2.si.ehu.es/stswiki/index.php/stsbenchmark,"We used the semantic textual similar-ity benchmark (http://ixa2.si.ehu.es/stswiki/index.php/STSbenchmark Cer et al., 2017 ;), where pairs of sentences were rated according to the similarity of their meaning by humans.",1,0,0
10.1016/j.neuroimage.2022.119005,crr.ugent.be/subtlex-it,"Sentences with psycholinguistic con-founds, such as mean lexical frequency outside the 5 and 95 percentile-range, were excluded using the frequency dictionary from Crepaldi and colleagues (Crepaldi et al., 2015 ; http://crr.ugent.be/subtlex-it/).",0,1,0
10.1016/j.neuroimage.2022.119561,github.com/tosatot/quantifying-rhythmicity-in-perceptual-reports,"The code can be obtained here: https://github.com/tosatot/quantifying-rhythmicity-in-perceptual-reports., It is available at: https://github.com/tosatot/quantifying-rhythmicity-in-perceptual-reports.",1,0,0
10.1016/j.neuroimage.2021.118868,github.com/vistalab/vistasoft,Pre-processed functional data were then analyzed in the vistasoft software (https://github.com/vistalab/vistasoft).,1,0,0
10.1016/j.neuroimage.2022.119321,python.org,"Model implementation and simulation The models were implemented using the Python (Python Soft-ware Foundation, https://www.python.org) and C++ (Standard C++ Foundation, https://isocpp.org) programming languages, where we also made use of the SciPy (Virtanen et al., 2020) and NumPy (van der Walt et al., 2011) modules for Python.",1,0,0
10.1016/j.neuroimage.2022.119321,jugit.fz-juelich.de/inm7/public/speciﬁcity-modeling,"The code used for the simulation of the brain network dynamics, the anal-ysis and the visualization can be found here: https://jugit.fz-juelich.de/inm7/public/speciﬁcity-modeling.",1,0,0
10.1016/j.neuroimage.2022.119321,isocpp.org,"Model implementation and simulation The models were implemented using the Python (Python Soft-ware Foundation, https://www.python.org) and C++ (Standard C++ Foundation, https://isocpp.org) programming languages, where we also made use of the SciPy (Virtanen et al., 2020) and NumPy (van der Walt et al., 2011) modules for Python.",1,0,0
10.1016/j.neuroimage.2021.118774,preprocessed-connectomes-project.org/adhd200,Data and code availability All MRI data used in this study are publicly available at the International Neuroimaging Datasharing Initiative website (http://preprocessed-connectomes-project.org/adhd200/).,0,1,0
10.1016/j.neuroimage.2022.119625,stnava.github.io/ants,"Co-registration was further reﬁned us-ing the brainshift correction option (Schönecker et al., 2009) and images were normalized to MNI space using the Advanced Normalization Tool (http://stnava.github.io/ANTs/; Avants et al., 2008).",1,0,0
10.1016/j.neuroimage.2022.119625,sleeptrip.org,"Data preprocessing The Fieldtrip toolbox (Oostenveld et al., 2011 ; http://ﬁeldtriptoolbox.org), Sleeptrip toolbox (https://www.sleeptrip.org), MATLAB R2018a and 2021b (Mathworks Inc., Sherbom, MA) were used for data analysis.",1,0,0
10.1016/j.neuroimage.2022.119625,lead-dbs.org,"DBS lead localization DBS leads were localized in a common space (Montreal Neuro-logical Institute (MNI) 1522009b template (Fonov et al., 2011)) us-ing Lead-DBS software (https://www.lead-dbs.org) with default settings (Horn et al., 2019), in line with previous studies (Horn et al., 2017).",1,0,0
10.1016/j.neuroimage.2022.119547,opengl.org/resources/libraries/glut,"NeuroRacer paradigm The NeuroRacer cognitive control video game was developed using the OpenGL Utility Toolkit (GLUT; http://www.opengl.org/resources/libraries/glut/) to serve as a multitasking challenge that as-sesses visual discrimination (sign matching) while simultaneously per-forming visuomotor tracking (driving a car; see (Anguera et al., 2013) for details).",1,0,0
10.1016/j.neuroimage.2021.118825,crcns.org,"The input neural data to synthesize BOLD signal was taken from a simultaneous extracellular recording of neuronal populations in visual areas V1 and V2 (Semedo et al., 2019; Zandvakili and Kohn, 2015) a previously published and publically available dataset (http://crcns.org).",0,1,0
10.1016/j.neuroimage.2021.118825,portal.nersc.gov/project/crcns/download/v1v2-1,"After MRI conﬁrmed the site of the recording cham-ber, craniotomies over the PFC were performed in second surgery for 1 This dataset is available at https://portal.nersc.gov/project/crcns/download/v1v2-1 Accessed: 2020-06-20. 12 M.",0,1,0
10.1016/j.neuroimage.2021.118825,github.com/mansooreh-pakravan/multivariate-eﬀect-mve-and-second-order-multi-variate-eﬀect-smve-for-fmri-data,"Additionally, the core MATLAB functions of computing MVE and sMVE are publicly accessible on GitHub (https://github.com/Mansooreh-Pakravan/MultiVariate-Eﬀect-MVE-and-second-order-Multi-Variate-Eﬀect-sMVE-for-fMRI-data).",1,0,0
10.1016/j.neuroimage.2021.118825,sr-research.com/eyelink-1000-plus/mojtaba,"Credit authorship contribution statement Mansooreh Pakravan: Methodology, Formal analysis, Software, Writing – original draft, Visualization, Writing –r e v i e w & editing. 2 https://www.sr-research.com/eyelink-1000-plus/Mojtaba Abbaszadeh: Resources, Formal analysis, Writing –review & editing.",0,0,1
10.1016/j.neuroimage.2022.119230,antsbrainextraction.sh,"The T1w-reference was then skull-stripped with a Nipype implementation of the antsBrainExtraction.sh workﬂow (from ANTs), using OASIS30ANTs as target template.",1,0,0
10.1016/j.neuroimage.2022.119309,surfer.nmr.mgh.harvard.edu/fswiki/lgi,"To prepare MRI data for SM quantiﬁcation, the pial output from the recon-all pipeline (h.pial) was processed through an additional script, Local Gyriﬁcation Index (Schaer et al., 2008 ; https://surfer.nmr.mgh.harvard.edu/fswiki/LGI).",1,0,0
10.1016/j.neuroimage.2022.119309,cmadan.github.io/calcsulc,"Measurements were ob-tained via the validated MATLAB toolbox calcSulc (Madan, 2019), which bases calculations on the cortical reconstruction (?h.pial), parcellation (h.aparc.a2009.annot), and sulcal map (?h.sulc) outputs of the FreeSurfer recon-all pipeline along with the “?h.pial-outer-smoothed ”o u t p u t from the local gyriﬁcation analysis (Madan, 2019 ; https://cmadan.github.io/calcSulc/).",1,0,0
10.1016/j.neuroimage.2022.119309,fsl.fmrib.ox.ac.uk/fsl/fslwiki/palm,"This approach was implemented in the Python library Neuro-tools (https://github.com/sahahn/neurotools), using an exchangeabil-ity block approach analogous to that of PALM software (Winkler et al., 2014 ; https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/PALM).",1,0,0
10.1016/j.neuroimage.2022.119309,humanconnectome.org/study/hcp-young-adult,"Sweet: Conceptualization, Review & Editing James MacKillop: Conceptualization, Methodology, Writing -Re-view & Editing, Supervision Data and code availability statement Delay reward discounting data and 3T MR imaging data were ob-tained from the WU-Minn HCP Consortium open access 1200 Sub-jects Data Release (see https://www.humanconnectome.org/study/hcp-young-adult) in accordance with the HCP Data Use Terms.",0,1,0
10.1016/j.neuroimage.2022.119309,surfer.nmr.mgh.harvard.edu/fswiki/recon-all,"The FreeSurfer step was the use of an adapted version of the FreeSurfer v5.3.0 main processing stream “recon-all ” which has been widely used in MRI studies for the quantiﬁcation of neuroanatom-ical structures (Fischl, 2012 ; https://surfer.nmr.mgh.harvard.edu/fswiki/recon-all).",1,0,0
10.1016/j.neuroimage.2022.119309,cmadan.github.io/calcfd,"FD measurements were obtained via the vali-dated MATLAB toolbox calcFD , which bases calculations on cortical reconstruction and parcellation outputs from the FreeSurfer recon-all pipeline, including “ribbon.mgz ”a n d “aparc.a2009s + aseg.mgz ”, and local gyriﬁcation index outputs (Madan and Kensinger, 2016 ; http://cmadan.github.io/calcFD/).",1,0,0
10.1016/j.neuroimage.2022.119309,github.com/sahahn/neurotools,"This approach was implemented in the Python library Neuro-tools (https://github.com/sahahn/neurotools), using an exchangeabil-ity block approach analogous to that of PALM software (Winkler et al., 2014 ; https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/PALM).",1,0,0
10.1016/j.neuroimage.2022.119152,usafacts.org,"In the United States, the police account for approximately 6% of all full-time employees for state and local governments (USAfacts.org, 2021) and many of their routine responsibilities do not involve public interactions.",0,0,1
10.1016/j.neuroimage.2022.119152,connectedpapers.com,Such a taxonomy is diﬀer-ent than just identifying papers using tools such as Connected Papers (https://www.connectedpapers.com/).,1,0,0
10.1016/j.neuroimage.2022.119350,pavlovia.org,"The experiments were hosted on the Pavlovia.org platform (Peirce et al., 2019), and ran on the participant’s own computer (cf.",0,0,1
10.1016/j.neuroimage.2022.119350,osf.io/3ed8f,Data and analysis code for the current study are available on https://osf.io/3ed8f/.,1,0,0
10.1016/j.neuroimage.2022.119350,osf.io/a7knv/(grootswagers,"Methods We used a previously published stimulus set and corresponding EEG data, obtained from https://osf.io/a7knv/(Grootswagers et al., 2019a).",0,1,0
10.1016/j.neuroimage.2022.119640,ion.ucl.ac.uk/spm,ion.ucl.ac.uk/spm).,0,0,1
10.1016/j.neuroimage.2022.119640,web.stanford.edu/group/dlab/cgi-bin/graph/chart.php,"The light intensity used in this study was 30-50 mW/mm 2 , which is estimated to decrease to 13-25 mW/mm 2 af-ter penetrating 100 μm of tissue, 5-10 mW/mm 2 after penetrating 250 μm of tissue, and < 1 mW/mm 2 after penetrating 750 μm of tissue (https://web.stanford.edu/group/dlab/cgi-bin/graph/chart.php).",0,0,1
10.1016/j.neuroimage.2021.118834,neurofractal.github.io/analyse_opmeg,"Accompanying MATLAB code can be found at https://github.com/FIL-OPMEG/tutorials_interference , which relies upon the analyse_OPMEG tool-box(https://neurofractal.github.io/analyse_OPMEG/), custom motion capture processing code (https://github.com/FIL-OPMEG/optitrack) and the Fieldtrip toolbox version 20210606 (Oostenveld et al., 2011).",1,0,0
10.1016/j.neuroimage.2021.118834,github.com/fil-opmeg/tutorials_interference,"Accompanying MATLAB code can be found at https://github.com/FIL-OPMEG/tutorials_interference , which relies upon the analyse_OPMEG tool-box(https://neurofractal.github.io/analyse_OPMEG/), custom motion capture processing code (https://github.com/FIL-OPMEG/optitrack) and the Fieldtrip toolbox version 20210606 (Oostenveld et al., 2011)., Analysis code is openly available on GitHub: https://github.com/FIL-OPMEG/tutorials_interference.",1,0,0
10.1016/j.neuroimage.2021.118834,github.com/fil-opmeg/optitrack,"Accompanying MATLAB code can be found at https://github.com/FIL-OPMEG/tutorials_interference , which relies upon the analyse_OPMEG tool-box(https://neurofractal.github.io/analyse_OPMEG/), custom motion capture processing code (https://github.com/FIL-OPMEG/optitrack) and the Fieldtrip toolbox version 20210606 (Oostenveld et al., 2011).",1,0,0
10.1016/j.neuroimage.2022.119394,neurovault.org,Data and code availability statements Activation maps in the group-level analyses will be available on the website of Neurovault (https://neurovault.org/).,1,0,0
10.1016/j.neuroimage.2022.119586,github.com/rosedwayane/aieeg,"The code and pre-trained IC-U-Net model are available at https://github.com/roseDwayane/AIEEG., The IC-U-Net code is available at https://github.com/roseDwayane/AIEEG., All codes and parameters of the proposed model are available on a GitHub repos-itory at https://github.com/roseDwayane/AIEEG.",1,0,0
10.1016/j.neuroimage.2022.119421,bigbrain.loris.ca,"We obtained the version at a 100 μm isotropic resolution in MNI-ICBM152 space, from the BigBrain3D Volume Data Release 2015 (https://bigbrain.loris.ca).",0,1,0
10.1016/j.neuroimage.2022.119421,github.com/yawenwang1/nbm_review.git,"Thus, our map may be more appropriate for high resolution sub-millimetre studies, and is made publicly available along with the code (https://github.com/YawenWang1/nbM_review.git)., All analysis code used for segmenting nbM from BigBrain, from the ex vivo dataset, (pre-)processing MP2RAGE, registering to standard stereo-tactic space is available on Github (https://github.com/YawenWang1/nbM_review.git).",1,0,0
10.1016/j.neuroimage.2022.119421,layerfmri.com/2018/01/04/high-ﬁeld-mri-scanners,"With the increasing availability of the ultra-high ﬁeld scanners (https://layerfmri.com/2018/01/04/high-ﬁeld-mri-scanners/; U ğurbil 2014) and our own experience with 9.4T quantita-tive MRI, we are increasingly optimistic that regions and nuclei that were thus far challenging to image (‘terra incognita’) can be visualised and characterised in detail.",0,0,1
10.1016/j.neuroimage.2022.119489,github.com/washington-university/hcppipelines/wiki/installation-and-usage-instructions,Pre-processing and extraction of functional time series in fMRI resting state and task data The detailed pre-processing protocol of the HCP resting state and task data sets is explained in detail on the HCP website (https://github.com/Washington-University/HCPpipelines/wiki/Installation-and-Usage-Instructions).,0,0,1
10.1016/j.neuroimage.2022.119489,github.com/washington-university/hcppipelines/blob/3,More information about the ICA-FIX method can be accessed via: https://github.com/Washington-University/HCPpipelines/blob/3 K.,1,0,0
10.1016/j.neuroimage.2022.119489,github.com/katerinac/brain_dynamics,"The codes are pub-licly available at https://github.com/katerinaC/brain_dynamics., The codes are publicly available at https://github.com/katerinaC/brain_dynamics.",1,0,0
10.1016/j.neuroimage.2022.119489,humanconnectome.org,"The full data set containing all the details about the participants, the study protocol, and the preprocessing of the data for all tasks and rest sessions can be obtained at the HCP website (http://www.humanconnectome.org/)., Data and code availability statement The data for all tasks and rest sessions are publicly available at the HCP website (http://www.humanconnectome.org/)., Data and code availability statement The data for all tasks and rest sessions are publicly available at the HCP website (http://www.humanconnectome.org/).",0,1,0
10.1016/j.neuroimage.2022.119489,humanconnectome.org/software/connectome-workbench,Rendered with Connectome Workbench (available at https://www.humanconnectome.org/software/connectome-workbench).,0,0,1
10.1016/j.neuroimage.2022.119182,2.4.2.2,2.4.2.2.,0,0,1
10.1016/j.neuroimage.2022.119182,osf.io/72w38,"The raw eye-tracking and EEG data, stimuli repressors for TRF anal-ysis, data, and code necessary for generating the ﬁgures and computing statistics will be available at https://osf.io/72w38/., Data/code availability statement The raw eye-tracking and EEG data, stimuli repressors for TRF anal-ysis, data and code necessary for generating the ﬁgures and computing statistics will be available at https://osf.io/72w38/.",0,1,0
10.1016/j.neuroimage.2022.119182,2.4.2.1,Temporal response function analysis 2.4.2.1.,0,0,1
10.1016/j.neuroimage.2022.119182,2.4.2.3,2.4.2.3.,0,0,1
10.1016/j.neuroimage.2022.119182,2.4.2.4,2.4.2.4.,0,0,1
10.1016/j.neuroimage.2021.118826,sites.google.com/site/bctnet/comparison/nbs,"Network-based statistic To further localize connectivity in which brain region pair was signif-icant diﬀerence among three experimental conditions, a network-based statistic (NBS, https://sites.google.com/site/bctnet/comparison/nbs) approach was employed (Zalesky et al., 2012 ; Zalesky et al., 2010).",1,0,0
10.1016/j.neuroimage.2021.118826,nitrc.org/projects/basco,"Network construction The functional connectivity between brain regions was es-tablished via beta-series correlation, which allows investigat-ing interregional functional connectivity in event-related fMRI data using the BetA-Series COrrelation software (BASCO v2.0, https://www.nitrc.org/projects/basco/).",1,0,0
10.1016/j.neuroimage.2021.118826,ﬁl.ion.ucl.ac.uk/spm,"Image preprocessing was conducted using the Statistical Para-metric Mapping software (SPM8, Wellcome Department of Cogni-tive Neurology, UCL, London, UK, http://www.ﬁl.ion.ucl.ac.uk/spm) (Friston et al., 1994).",1,0,0
10.1016/j.neuroimage.2021.118826,atlas.brainnetome.org/bnatlas.html,"Ontology and nomenclature of brain regions can be found at http://atlas.brainnetome.org/bnatlas.html., The nomenclature of brain regions see in http://atlas.brainnetome.org/bnatlas.html.",0,0,1
10.1016/j.neuroimage.2021.118826,nitrc.org/projects/bnv,"(https://www.nitrc.org/projects/bnv/) was used to visualize the con-nector and local hubs (Xia et al., 2013).",1,0,0
10.1016/j.neuroimage.2021.118826,github.com/mb3152/brain_graphs,"All graph theory analyses were executed with Bertolero’s Python code (https://github.com/mb3152/brain_graphs) that used the iGraph library (Bertolero et al., 2018).",1,0,0
10.1016/j.neuroimage.2022.119077,neuroimage.usc.edu/brainstorm/introduction,The analysis was performed in MATLAB using Brainstorm toolbox https://neuroimage.usc.edu/brainstorm/Introduction and Brain Con-nectivity toolbox https://sites.google.com/site/bctnet/home.,1,0,0
10.1016/j.neuroimage.2022.119077,sites.google.com/site/bctnet/home,The analysis was performed in MATLAB using Brainstorm toolbox https://neuroimage.usc.edu/brainstorm/Introduction and Brain Con-nectivity toolbox https://sites.google.com/site/bctnet/home.,1,0,0
10.1016/j.neuroimage.2022.119077,neurobs.com,The stimuli were presented us-ing NBS Presentation software (https://www.neurobs.com/).,1,0,0
